tranche,zincid,SMILES,pIC50_pred,knn_similarity,reliability
H24P230,ZINCot00000lftZp,Cc1ccc(-c2cnn(C)c2CN2CCN(C)C(=O)[C@H]2C)cc1C,6.761894071675457,0.30430126,High
H23P220,ZINCns000000OqwT,Cc1cncc(CCc2nc(-n3nnc4ccccc43)no2)c1,6.7081376319825265,0.2661281,Low
H25P260,ZINCpw00000s2eQk,Cc1cc(NC(=O)[C@H]2C[C@H]2C(=O)Nc2ccsc2)cn2c(C)nnc12,6.680944891413877,0.31837398,High
H22P050,ZINCmb000003WlMF,Cc1nnc(N2CCN(C)C(=O)[C@@H]2C)n1CCN(C)C(C)C,6.669846168302163,0.25764015,Low
H25P380,ZINCpI00000EvlHN,Cc1nn(C)c(C(F)F)c1-c1cn([C@@H](C)c2ccc(F)cc2F)nn1,6.650572674366549,0.2511362,Low
H25P290,ZINCpz00000vKa04,C[C@@H]1C(=O)N(C)CCN1Cc1cccc(-c2cc(F)c(F)cc2O)c1,6.637284932721979,0.307003,High
H25P190,ZINCpp00000d72Do,Cc1cc(C(=O)N[C@]2(C)CCN(Cc3ncc(C4CC4)o3)C2)n(C)n1,6.636760783891523,0.22818299,Low
H24P070,ZINCod00000EMkMt,CC=C(C)C(=O)NC1(CNC(=O)c2nccn3c(C)nnc23)CC1,6.62688342572911,0.2498074,Low
H25P130,ZINCpj00000RjV8W,CN1C(=O)N(Cc2nnc3ncccn23)C(=O)[C@@H]1c1cccc(F)c1,6.6242708638074586,0.24032359,Low
H24M100,ZINCo4000015SiEg,CN(C[C@@H]1OCC[C@H]1O)C(=O)C(=O)N=c1nc(CS(C)(=O)=O)[nH]o1,6.619838913677983,0.18757924,Low
H24M000,ZINCo5000016799I,C=CC[C@H](NC(=O)Cc1csnn1)C(=O)N1CCN(C)C(=O)[C@H]1C,6.5942179391083755,0.23658104,Low
H24P170,ZINCon00000l7wri,Cn1nnc(Br)c1C(=O)N[C@@H]1C[C@H]1CNC(=O)c1cc(Cl)c(Cl)[nH]1,6.58785937024584,0.2392427,Low
H23P200,ZINCnq00000EUFr8,Cc1cc(F)ccc1[C@@H](C)n1cc(CN2CC=C[C@H](O)C2)nn1,6.569750484109412,0.22667818,Low
H24P080,ZINCoe00000HOhHN,CCCCNC(=O)[C@@H](c1c(C)cnn1C)N1CCN(C)C(=O)[C@@H]1C,6.566731637022166,0.24950013,Low
H22M000,ZINCm50000008wvo,Cc1nncn1NC(=O)CCN1C(=O)[C@@H]2CC=CC[C@H]2C1=O,6.564054867713658,0.2345951,Low
H25P130,ZINCpj000000jivO,Cc1cc(C)n(-c2ccc(Cn3cnc4c(nnn4C)c3=O)cc2)n1,6.5632693418223225,0.29624373,Low
H25P090,ZINCpf00000VVI2Z,Cc1cc(Cl)ncc1CC(=O)NC[C@@H]1C[C@H]1NC(=O)C#CC(C)(C)O,6.557811009006532,0.20625384,Low
H25P310,ZINCpB0000016p4g,Cn1cc(S(=O)(=O)N[C@H](c2ccc(Cl)cc2)C2CCC2)cc1C(=O)O,6.5563197717631025,0.28560695,Low
H25P150,ZINCpl0000069aBV,CC(C)(O)c1cn(CCCNC(=O)[C@](C)(O)c2ccc(Cl)cc2)nn1,6.55345681317823,0.26344696,Low
H21P210,ZINClr00000c70mu,Cn1cnnc1[C@H]1COCCN1Cc1ccc(Cl)cc1F,6.545243990935171,0.25304225,Low
H24P270,ZINCox00000dQ10L,Cn1ccnc1-n1nc(-c2ccc(Cl)cc2)nc1-c1nn[nH]c1Cl,6.545198194896269,0.25065953,Low
H25P330,ZINCpD00000sVUtx,COC(=O)[C@@H]1C[C@@H](C)CN(Cc2nnc(-c3ccc(Cl)cc3C)o2)C1,6.542730876212516,0.28126317,Low
H25P330,ZINCpD00000w12fg,C[C@@H](NC(=O)N(C)CCC(C)(C)O)c1ccc2nc(C3CC3)[nH]c2c1,6.541117288456449,0.26024982,Low
H25P300,ZINCpA00000ow0m9,C=C[C@@H](C)n1nc(Cc2cccs2)nc1-c1cn(C)c(=O)cc1OC,6.535505351055814,0.28977418,Low
H24P130,ZINCoj00000pGbdZ,CCC=CC(=O)NC1CC(NC(=O)c2cccn3c(C)nnc23)C1,6.533152641403807,0.28318298,Low
H25P130,ZINCpj00000SLQga,CN1CC[C@@H](CC(=O)NC2(C(=O)NCC(C)(C)CC(F)F)CC2)C1=O,6.531715872685564,0.20338842,Low
H25P290,ZINCpz000008GCUm,Cc1cc(C(=O)N[C@@]2(CF)CCN(C(=O)[C@H]3C=CCCC3)C2)oc1C,6.531159699748746,0.20467317,Low
H25P260,ZINCpw000011tTLG,Cn1cc(Cl)cc1C(=O)N[C@]1(c2cn(CCF)nn2)C[C@H]2CCC[C@H]21,6.529503760218867,0.2352374,Low
H21M000,ZINCl5000006pnjI,Cn1nnc(=NS(=O)(=O)c2ccc3[nH]c(=O)cnc3c2)[nH]1,6.528566889557641,0.23238933,Low
H24P150,ZINCol00000RuKJb,Cc1nnc2ccc(CNC[C@@]3(c4ccnn4C)CCCO3)cn12,6.524242367815762,0.23557417,Low
H25P320,ZINCpC00000ccmbU,CC(C)C[C@](C)(O)C(=O)N1CCC(N(C)C(=O)c2cc(Cl)cs2)CC1,6.523297868024554,0.24872163,Low
H25P090,ZINCpf000015Ldwl,CC(C)(O)c1cc(C(=O)NC[C@@H]2C[C@H]2NC(=O)Cc2ccco2)no1,6.522847939371022,0.27020144,Low
H25P180,ZINCpo00000y7Tje,COc1cc(OC)c(C)c(N2C(=O)[C@H](c3cnn(C)c3)N(C)C2=O)c1,6.519553259881477,0.25331274,Low
H24P170,ZINCon00000tcNTS,CN=c1[nH]c(=NCc2ncsc2C)[nH]c(=NC2CN(C(C)C)C2)[nH]1,6.5194927351388525,0.1747335,Low
H25P280,ZINCpy00000fZP4O,CS(=O)(=O)Cc1nc(-c2cc(Br)cc(F)c2F)n([C@H]2CCCOC2)n1,6.519425380117452,0.26580182,Low
H22P120,ZINCmi000001rrPc,Cc1sc(C(=O)NCCN2C[C@H]3C[C@@H]3C2)cc1CS(C)(=O)=O,6.517025977087247,0.23656449,Low
H23P230,ZINCnt00000EUFr9,Cc1cc(F)ccc1[C@H](C)n1cc(CN2C[C@H]3C[C@H]2CO3)nn1,6.515372996043624,0.22266725,Low
H25P290,ZINCpz00000pMenA,COC(=O)C[C@H]1C[C@H](C)N(Cc2nnc(-c3ccc(Cl)cc3)n2C)C1,6.51465101766585,0.30995312,High
H25P310,ZINCpB00000nMh0B,C[C@H]1CN(Cc2cn([C@@H](C)c3ccc(F)cc3F)nn2)CC[C@@H](C)O1,6.511237588818742,0.22672196,Low
H24P290,ZINCoz00000t7aZJ,Cc1nc2ccc(-n3cc(CC[C@@H]4CCCCO4)nn3)cc2n1C,6.5043760896692655,0.30693442,High
H25P380,ZINCpI00000qFFTo,Cc1ccc(-c2cccc(CN3CCN(CC(C)C)C(=O)[C@H]3C)n2)s1,6.503484793953088,0.24586773,Low
H21P010,ZINCl700001kttIw,CO[C@H]1CNC[C@H](NC(=O)c2cccn3c(C)nnc23)C1,6.502780111286179,0.29239216,Low
H25P280,ZINCpy00000wrWnK,Cc1nncn1-c1cccc(N=c2[nH]ccn3c(C(C)C)nnc23)c1,6.5010160564275035,0.2233282,Low
H25P210,ZINCpr000002xIPl,COCc1nc(C(=O)N[C@H]2C[C@H](CN=c3cc(Cl)nc(C)[nH]3)C2)co1,6.498721833255681,0.24212804,Low
H25P170,ZINCpn00001YFFVr,Cn1nnc2c(N[C@@H]3CN(C(=O)c4cc(Cl)cs4)C[C@@H]3F)ncnc21,6.497497698004286,0.255365,Low
H23P060,ZINCnc00001A0TTr,Cc1cc(C(=O)N[C@H]2C[C@H](NC(=O)[C@@H]3CC[C@H]3C#N)C2)nn1C,6.497208470641763,0.2889431,Low
H21P340,ZINClE00000cnGjF,Cc1nc(C2CC2)[nH]c1C(=O)Nc1cc(Br)cc(F)c1O,6.496657534045309,0.27005735,Low
H25P280,ZINCpy00000PFSdZ,Cc1nn(C)c(C(=O)N2CC[C@@H](c3ccc(F)cc3Cl)C2)c1C(=O)O,6.4951740119612325,0.25707468,Low
H24P140,ZINCok00000epLwa,C[C@H](CCNC(=O)c1cc(Cl)c(Cl)[nH]1)NC(=O)[C@H]1CCN(C)C1=O,6.494139881516856,0.2439014,Low
H25P290,ZINCpz00000vKa02,C[C@@H]1C(=O)N(C)CCN1Cc1cc(-c2ccc3cnn(C)c3c2)cs1,6.492935309938766,0.3603633,High
H25P280,ZINCpy00000QkExh,Cc1nc(N(C)Cc2ccc(Cl)cc2)[nH]c(=NCc2cncn2C)n1,6.492550878499807,0.24219,Low
H25P060,ZINCpc000027YJ76,CN=c1[nH]c(=N[C@H](COC)c2cnn(C)c2)[nH]c(=N[C@@H]2CCOC2)[nH]1,6.492086094130208,0.2545569,Low
H25P280,ZINCpy000000ZJyY,Cc1cc(C(=O)CN2CCN(CC(C)C)C(=O)[C@H]2C)c(C)n1C1CC1,6.490998988809355,0.2487015,Low
H24P350,ZINCoF00000xkFlL,O[C@H](Cc1noc(C(F)(F)[C@@H]2CCCO2)n1)c1ccc(Br)cc1F,6.490852090837672,0.22090311,Low
H24P230,ZINCot00000sZSp3,Cn1cc(N2CC[C@@H](C(=O)NCc3ccc(Cl)cc3I)C2=O)cn1,6.490456628062029,0.2807184,Low
H23M000,ZINCn50000005U69,COC1(OC)C[C@H](C(N)=O)CN(c2nccn3c(C)nnc23)C1,6.490320791439981,0.23854518,Low
H25P250,ZINCpv00000wrVpL,Cc1nc2c(C)nn(C)c2c(=Nc2cc(C(=O)N(C)C)ccc2F)[nH]1,6.4869595911000975,0.2548948,Low
H22P340,ZINCmE000008zKJS,COC(=O)[C@H]1CN([C@@H](C)c2ccc(Br)cc2C)CC(C)(C)O1,6.486349538506684,0.2289633,Low
H24P260,ZINCow00000iWQkD,Cc1nnc(C)n1NC(=O)C1(Cc2ccc(Cl)cc2)CCOCC1,6.486342297773123,0.32249802,High
H25P190,ZINCpp00001BM4zJ,CCCCn1nnnc1[C@H](c1ccc(Cl)cc1)N1CCO[C@H](CO)C1,6.485239886099001,0.22309308,Low
H22P290,ZINCmz00000dyw0N,CN1CC[C@H](NCC[S@@](=O)C(F)(F)F)[C@H]1c1ccc(Cl)cc1,6.483849375746994,0.2520615,Low
H24P240,ZINCou000008OlIc,Cn1nnc(Br)c1S(=O)(=O)N[C@@H]1CCCO[C@H]1c1ccc(Cl)cc1,6.483669802052666,0.26517716,Low
H25P160,ZINCpm00000y7ify,CC[C@@H](C)C(=O)N1C[C@@]2(NC(=O)c3cc(C)c(=O)n(C)c3)CC[C@H]1C2,6.483402204085617,0.34953192,High
H24P310,ZINCoB00000gZKrV,C[C@H]1CC[C@@H](n2nc(CS(C)(=O)=O)nc2-c2ccc(F)c(F)c2)C1,6.482667159621631,0.27934074,Low
H24P330,ZINCoD00000gFrM0,COc1cc(Cl)ccc1CN1CCNC(=O)[C@H]1c1ccc(C)cc1,6.481751804718947,0.29998887,Low
H24P330,ZINCoD00000t6Hz6,Cc1c(C(=O)N(Cc2ccc(Cl)cc2O)C[C@H]2C[C@H]2C)ncn1C,6.4795287274532996,0.22757141,Low
H25P080,ZINCpe00000yYmzi,C[C@H](CC(=O)NCCC1(NC(=O)C[C@@H]2C=NN(C)C2=O)CC1)C(F)F,6.477176657788752,0.22461228,Low
H24P060,ZINCoc00000HSdVp,CN1N=C[C@@H](CC(=O)N[C@](C)(CO)C(=O)Nc2csc(Cl)c2)C1=O,6.475258251240167,0.24383254,Low
H25P170,ZINCpn00001BKpny,Cc1cc(C(=O)N[C@@H]2C[C@@]23CCN(C(=O)[C@@H]2C[C@H]4CC[C@@H]2O4)C3)ns1,6.474676980700846,0.19697922,Low
H19P080,ZINCje00000xceho,CCN(CCC#N)C(=O)c1nccn2c(C)nnc12,6.472716742960043,0.24274015,Low
H24P220,ZINCos00000t21gg,FCCCn1nnnc1[C@H](NCC1CSC1)c1ncc(Cl)cc1F,6.471958280357445,0.18738572,Low
H25P200,ZINCpq00000meCdq,O=C1CC(CF)(C(=O)NCCn2cc(-c3ncc(Cl)cc3Cl)nn2)C1,6.4715970076810985,0.26329976,Low
H25P090,ZINCpf00000IGcux,Cc1nc(C2CC2)nc(O)c1C(=O)NC[C@@H]1C[C@H]1NC(=O)C1(Cl)CC1,6.471292987735762,0.20434472,Low
H25P320,ZINCpC00000eneYz,Cc1nn(C)c(C(=O)O[C@@H]2CCN(c3ccc(F)c(Cl)c3)C2=O)c1Br,6.469542934452445,0.2767187,Low
H25P230,ZINCpt000005rm3C,COc1ccc(-n2nc(C(C)C)nc2C[C@@H]2C=NN(C)C2=O)cc1C,6.467920505535654,0.24474025,Low
H25P190,ZINCpp00001BOOL7,CO[C@H]1C[C@@H](C(=O)NC2(CSC)CC2)N(C(=O)c2cc(Cl)cn2C)C1,6.467272420563836,0.22586834,Low
H24P140,ZINCok00000m1emz,Cc1cn(C)nc1C(=O)N[C@@]12C[C@@H]1CN(C(=O)[C@@H]1C=CCCC1)C2,6.466597782335929,0.20619217,Low
H25P380,ZINCpI00000qFFR7,Cc1cc(-c2nnc(SC[C@H]3C[C@@H]4CC[C@H]3O4)n2[C@@H](C)C(C)C)n[nH]1,6.466150657787288,0.18009719,Low
H24M000,ZINCo5000015SiEd,CN(C[C@H]1OCC[C@H]1O)C(=O)C(=O)Nc1ccc2c(c1)nnn2C,6.466130670595323,0.27830335,Low
H23P180,ZINCno00001A0TTs,Cc1cc(C(=O)N[C@H]2C[C@@H](NC(=O)[C@H]3CC[C@H]3C#N)C2)oc1C,6.46594442173399,0.2770399,Low
H25P230,ZINCpt000005tOnd,CS(=O)(=O)Cc1nc(-c2cc(F)c(F)c(Cl)c2F)n(CCCCO)n1,6.465531669502051,0.21725015,Low
H25P040,ZINCpa000027X2Ao,Cc1cc(CC(=O)N[C@H]2C[C@H]2CNC(=O)[C@@H]2C[C@H]3CC[C@H]2O3)nn1C,6.464425785733638,0.23218732,Low
H25P260,ZINCpw00000xJ4mD,Cn1cc(Cl)cc1CN[C@H](c1cnc2ccsc2c1)c1nnnn1C,6.464406032053431,0.218352,Low
H21P260,ZINClw00000cnRuT,C[C@@H](CN1C(=O)[C@H](c2cccc(F)c2)N(C)C1=O)C(F)F,6.460825571018244,0.2527613,Low
H25P240,ZINCpu00000yMy6K,C[C@H](N)Cn1cc(-c2ccc(C(=O)NCc3ccc(Cl)cc3)o2)nn1,6.460361689854706,0.29755282,Low
H24P110,ZINCoh00000rV3X3,Cn1cc([C@@H]2C(=O)NCCN2c2ncnc3ccc(F)cc23)cn1,6.459248975701539,0.24866343,Low
H25P090,ZINCpf000014KKya,Cn1nnc2c(C(=O)N[C@H]3C[C@@H]3c3ccc(Cl)c(F)c3)ncn2c1=O,6.458541256715789,0.25661534,Low
H24P180,ZINCoo000007vPIY,C=C[C@@](C)(O)C(=O)N1CC[C@](C)(CN=c2[nH]c(C)nc(C)c2F)C1,6.458271921847524,0.19144341,Low
H25M000,ZINCp5000003ypI4,C[C@H](NC(=O)c1cnc2c(c1)nnn2C)C1CN(CC(=O)N(C)C)C1,6.457027743494445,0.2410727,Low
H25P090,ZINCpf000015Iim0,Cc1cc(C(=O)NC2(CC(=O)NC[C@@H](C)N(C)C3CC3)CC2)n(C)n1,6.456447562584633,0.22356987,Low
H25P120,ZINCpi0000008tuB,Cc1nc2cc(NC(=O)[C@@H](N)c3ccnn3C)ccc2n1[C@H](C)CO,6.456325098527593,0.25959128,Low
H25M000,ZINCp500000kX1iB,Cc1cc(CC(=O)N[C@@H]2C[C@H]2CNC(=O)[C@H]2CCN(C)C2=O)n(C)n1,6.456309942795145,0.23435192,Low
H25P000,ZINCp6000015O1BT,COCCCNC(=O)[C@H](c1nnc(C)n1C)N1C[C@@H]2CC[C@H](C1)N2C,6.4551833712687285,0.29262877,Low
H25P300,ZINCpA00000ow0nd,C=C[C@H](C)n1nc([C@@H]2CC=CCC2)nc1-c1cc(CS(C)(=O)=O)on1,6.454672063893588,0.2107027,Low
H24P030,ZINCo900000sY6jh,C=C[C@@](C)(O)C(=O)N1C[C@@H]2CC[C@]2(NC(=O)c2cc(C)n(C)n2)C1,6.454596864428449,0.21815498,Low
H25P140,ZINCpk00000y7tN1,C[C@H]1C[C@@H]1Cn1nc(CS(C)(=O)=O)nc1-c1cccc2c1nnn2C,6.45442706224837,0.24874139,Low
H23M000,ZINCn500000UiAPg,CC(C)[C@@H](F)C(=O)NCCOCC(=O)N1CCN(C)C(=O)[C@@H]1C,6.4535151467042855,0.22620873,Low
H24P280,ZINCoy00000IZAZh,CC1=CCS[C@@H]1C(=O)N[C@@](C)(c1cn(CCF)nn1)C1CCCC1,6.450846884541135,0.21537562,Low
H24M000,ZINCo50000168Mxr,COC[C@](C)(O)C(=O)N1CC[C@@H]2[C@@H](C1)[C@H]2NC(=O)c1nnc(C)s1,6.450288439219431,0.22183457,Low
H25P090,ZINCpf000015MNnj,C[C@@](O)(C(=O)N1CC[C@@H]1Cn1cc(CCO)nn1)c1ccc(Cl)cc1,6.449388110041293,0.24843583,Low
H25P180,ZINCpo00000b0FpG,CC[C@H](CO)C(=O)N1CC[C@H](C)[C@@H]1CNC(=O)c1cc(COC)cs1,6.448692263909825,0.21477775,Low
H25P020,ZINCp800000pYOBZ,CN1CC[C@@H](C(=O)N[C@@H]2CC[C@H](Cn3cc(C(C)(C)O)nn3)C2)C1=O,6.448252910822779,0.27040577,Low
H22P300,ZINCmA000000Qg7r,CC[C@H](Cc1ccc(F)cc1)N=c1[nH]ccn2c(C)nnc12,6.448082070365112,0.26488435,Low
H24P280,ZINCoy00000IZzdl,Cc1ccc(-n2cc([C@@H](C)NC(=O)[C@@H]3CCO[C@@H]3C)nn2)cc1Cl,6.448028553772782,0.25621182,Low
H23P270,ZINCnx00000mOA3y,CNC(=O)COCC(=O)N1c2cc(Cl)ccc2[C@@H](C)CC1(C)C,6.447255935636894,0.25576606,Low
H25P000,ZINCp600002sYiep,CCOCCCNC(=O)[C@@H](F)OCc1cn([C@H]2CCN(C)C2=O)nn1,6.446811032627117,0.24743164,Low
H25P310,ZINCpB00000w10pO,C[C@@H]1CO[C@@H](c2cccc(Cl)c2)CN1C(=O)NCCCc1ncc[nH]1,6.446288716337125,0.26706034,Low
H24P210,ZINCor000002vgPa,CCc1c(-c2nnc(CS(C)(=O)=O)o2)cnn1-c1ccc(F)cc1,6.4462858501556495,0.26310736,Low
H25P170,ZINCpn00000SJGWc,CC(C)(O)CC(=O)N[C@@H]1[C@H]2C[C@@H]1N(C(=O)[C@H](F)c1cccc(F)c1)C2,6.4461246507609,0.2591243,Low
H22P080,ZINCme00000kPwLD,C=CC(C)(O)CC(=O)N[C@@H]1C[C@H]1CNC(=O)C1=CC(Cl)=NO1,6.4460853438201475,0.22745474,Low
H24P330,ZINCoD00000t7ZdE,C=CC1CCN([C@H](c2nnnn2CCCF)[C@H]2CC=CCC2)CC1,6.445682446594728,0.15687935,Low
H25P100,ZINCpg000001aYZ1,CNC(=O)C1CCC(NC(=O)C(=O)N(C)Cc2cc(Cl)cn2C)CC1,6.445183018136814,0.2880948,Low
H23P180,ZINCno00000K7OnF,Cc1cc(CN2CC[C@@H]2C(=O)NCCC(C)(C)O)cc(C)c1O,6.44472790268746,0.2560404,Low
H25P190,ZINCpp00000dfFDt,Cc1ncsc1C(=O)N[C@H]1C[C@H]2C[C@@H](C1)N(c1cc(Cl)c(O)nn1)C2,6.444443182608172,0.2375449,Low
H22P260,ZINCmw000004lQEa,Cc1cc(C(=O)O[C@@H](C(N)=O)c2ccc(Br)cc2F)cn1C,6.444395984817505,0.24243996,Low
H25M000,ZINCp500000FLxNs,CCc1cc(C(=O)N[C@@H](C)Cn2cc([C@@](C)(O)C(=O)O)nn2)n(C)n1,6.443742357180872,0.25006378,Low
H25P280,ZINCpy00000fZP8t,CS(=O)(=O)Cc1nc(-c2cnc(Br)c(Cl)c2)n(C[C@H]2CCCCO2)n1,6.4433342692133815,0.30354097,High
H20P200,ZINCkq0000005qiB,COc1cc([C@@H](C)N=c2[nH]ccn3c(C)nnc23)sn1,6.4423599377921565,0.22452593,Low
H22P140,ZINCmk000007QFiG,CS(=O)(=O)Cc1ccc(NC(=O)[C@H]2C[C@H]3CC[C@@H]2N3)c(F)c1,6.44146487750308,0.30871797,High
H25P190,ZINCpp00000etg0K,Cc1nccn1-c1ccc(F)cc1CNC(=O)c1ccn(CC#N)n1,6.44130267461142,0.25291514,Low
H25P140,ZINCpk00001BNoKC,C[C@H](CN(C)C(=O)c1cc(C2CC2)nn1C)NC(=O)[C@H]1CC[C@H]1C#N,6.4408774823427954,0.21923204,Low
H25P150,ZINCpl00000SHRse,CCCCN(CC)C(=O)[C@@H](NC(=O)c1cc(CC)nn1C)C(C)(C)O,6.440152664542718,0.21715316,Low
H25P260,ZINCpw00000r7reK,COc1cc(C)nc(C(=O)N2C[C@H](C)C(=O)N(C)c3ccccc32)c1,6.440076254818474,0.34249768,High
H24P110,ZINCoh00000sIC2I,C[C@H]1CS(=O)(=O)C[C@H]1N[C@@H](c1ccc(Cl)cc1F)c1nnnn1C,6.43971630695213,0.23767443,Low
H23P120,ZINCni00000RMSet,Cc1cc(N2CC[C@H](NC(=O)N(C)[C@@H]3CC[C@H]3C)C2=O)n(C)n1,6.437909876868263,0.24684568,Low
H25P310,ZINCpB00000O3xKy,Cc1ccn(C)c1C(=O)NC[C@H]1C[C@@H]1Nc1ccc([N+](=O)[O-])cc1Cl,6.437799525869154,0.23944111,Low
H25P210,ZINCpr00000h1X0A,Cc1cc(CN[C@H]2C[C@@H]2C(=O)N2CCN(C)C(=O)[C@H]2C)cc(C)c1Cl,6.437285698954612,0.24380402,Low
H24P220,ZINCos000008Pz57,Cn1nc(Br)cc1C(=O)N1CC(C)(NC(=O)C[C@H]2C=CCCC2)C1,6.43675550308985,0.21321106,Low
H25P050,ZINCpb000015Ldws,CC(C)(O)c1cc(C(=O)N[C@@H]2CC[C@H](Cn3cc(CO)nn3)C2)no1,6.436490222780797,0.28478295,Low
H25P270,ZINCpx00000PFYZS,Cn1cc2c(n1)CC[C@@H](CNc1ccc(C(C)(C)O)cc1[N+](=O)[O-])C2,6.436133229892757,0.27993137,Low
H22P160,ZINCmm0000024Wuf,Cc1ccc2c(c1)CN(C(=O)N1CCN(C)C(=O)[C@H]1C)CC2,6.435791778350622,0.33234444,High
H25P210,ZINCpr00000m8qWZ,Cc1scnc1[C@@H](NC1C[C@@H]2CC[C@H](C1)O2)c1nnnn1CCCF,6.435549033828662,0.17934225,Low
H25P250,ZINCpv000011u1l5,O[C@@H]1CC[C@H](N[C@@H](c2ccc(F)c(Br)c2)c2nnnn2CCCF)C1,6.43509095765919,0.24249896,Low
H22P020,ZINCm8000003yd4v,Cn1nnc(N2CC[C@@H](NC(=O)c3cc(Cl)cs3)[C@H](O)C2)n1,6.435048007066581,0.24544239,Low
H24P140,ZINCok00000dU3Ks,CCCN(CCNC(=O)[C@H]1CCCN1N=O)C(=O)c1cc(C)c[nH]1,6.4347745431452505,0.22251937,Low
H25P040,ZINCpa00000MJMLM,Cc1cc(Br)oc1C(=O)NC[C@](C)(O)CNC(=O)[C@H]1CCN(C)C1=O,6.434604362602508,0.23336634,Low
H24P290,ZINCoz00000t85zG,C=Cc1cncc([C@@H](N[C@H]2CC=CCC2)c2nnnn2CCC)c1,6.434593515645382,0.1850424,Low
H24P270,ZINCox00000BBxAC,CN(C[C@@H]1CC2(CCC2)O1)S(=O)(=O)Cc1cccc2ncccc12,6.43262568029682,0.23597002,Low
H24M000,ZINCo5000002DHXU,Cn1ccc(CN2CC(O)(CNC(=O)C[C@@H]3CCOC3)C2)cc1=O,6.432502464047031,0.28282374,Low
H25P210,ZINCpr00000CEv9Q,CCn1cc(CN(Cc2ncccc2O)C[C@@](C)(O)CC(C)C)nn1,6.432167272988021,0.22358313,Low
H25P090,ZINCpf00000VVMez,Cc1nc(C(=O)N[C@@]2(CNC(=O)C[C@@H]3CC34CC4)CCOC2)cn1C,6.431639400363901,0.23133469,Low
H25P200,ZINCpq00000CF0dv,CNC(=O)[C@@]1(C)CCN1[C@@H](c1cc(Cl)cs1)c1nnnn1CCCF,6.43125268550423,0.21656561,Low
H24M000,ZINCo500000EJ1JU,Cc1cc(C(=O)NC[C@](C)(O)CNC(=O)C2[C@H]3COC[C@H]23)cn1C,6.431044047426248,0.28191918,Low
H22P210,ZINCmr00000bi1le,Cn1nnc(CC(=O)N2CCCC[C@@H]2c2ccc(Cl)cc2)n1,6.431008330060474,0.26554552,Low
H24P300,ZINCoA00000IZZJL,C[C@@H](c1ccc(Cl)cc1)N(C)[C@@H](c1ccccn1)c1nnnn1C,6.430816497798625,0.2612463,Low
H24P220,ZINCos00000sUUcn,CCCCNC(=O)[C@H]([C@H](C)C1CCCC1)N1CCN(C)C(=O)[C@H]1C,6.43071793777461,0.27410692,Low
H24P030,ZINCo900000EJ6uR,Cc1nnc(Cn2nnc(C(=O)N[C@]34CCC[C@H]3NCC4)c2C)o1,6.430508510476539,0.20191924,Low
H25P240,ZINCpu000006w8Za,C=CCCn1c(-c2ccn(C)c(=O)c2)nnc1N(C)C1[C@H]2CCC[C@H]12,6.430113603997667,0.26770902,Low
H25P380,ZINCpI0000043cz3,CC(C)c1nnc(N(C)CC2CC2)n1C[C@@](C)(O)c1cccc(Cl)c1,6.429440450886268,0.2597277,Low
H24P330,ZINCoD00000gZKrX,C[C@@H]1CC[C@H](n2nc(CS(C)(=O)=O)nc2-c2coc(C(F)F)c2)C1,6.429088825682998,0.24432167,Low
H25P080,ZINCpe00000z6y6w,Cc1cc(CNC(=NC[C@@H]2CCN(C)C2=O)NCC(F)F)nc(C)n1,6.428560129610463,0.22240813,Low
H25P150,ZINCpl000007aStt,Cc1cc(C(=O)N[C@]2(CF)CCN(C(=O)C3SCCS3)C2)nnc1C,6.428140109034149,0.21937394,Low
H25P320,ZINCpC00000xymPy,CC[C@](C)(CCO)N[C@@H](c1ccc(Cl)cc1F)c1nnnn1C(C)C,6.427581196156452,0.2561941,Low
H25M000,ZINCp5000015KM0X,CC[C@@H](CO)CNC(=O)[C@]1(NC(=O)Cc2cc(C)n(C)n2)C[C@@H](O)C1,6.427070363621047,0.22421427,Low
H25P190,ZINCpp00001zLjRO,Cc1ccc(C(=O)N[C@@H](C)C2(C(=O)N3CC=C[C@H](O)C3)CC2)cc1C,6.426714460101448,0.24043727,Low
H25P190,ZINCpp00001zLjRP,Cc1ccc(C(=O)N[C@H](C)C2(C(=O)N3CC=C[C@H](O)C3)CC2)cc1C,6.426714460101448,0.24043727,Low
H25P240,ZINCpu00000gsWkY,C=C(CCNC(=O)[C@H]1CC[C@@H](C)O1)CNC(=O)c1cc(C)c(Cl)cn1,6.42666622218093,0.23362377,Low
H24M000,ZINCo500000C8kF4,COc1cc(C(=O)NC[C@](C)(O)CNC(=O)[C@@H]2CCCO2)nn1C,6.426540058927667,0.24893351,Low
H25P200,ZINCpq000007X7Xz,Cc1nc(C(=O)NC[C@H]2C[C@H]2NC(=O)c2ccc(N)c(F)c2)sc1C,6.426166145425818,0.28074488,Low
H25P400,ZINCpK00000EvlJ6,Cc1nn(CC(F)(F)F)cc1C(=O)N[C@H]1C[C@@H](c2ccc(Cl)cc2)C1,6.425804391119416,0.29389983,Low
H23M000,ZINCn500001P1fpy,COc1cc(CS(=O)(=O)N2CC[C@H]3OC[C@@H](O)CO[C@H]3C2)sn1,6.424816014568507,0.25141206,Low
H25P200,ZINCpq00000mdGLQ,COC1CC2(CCN(c3cc(NCc4nnc(C)o4)nc(C)n3)C2)C1,6.42428733289589,0.22464971,Low
