tranche,zincid,SMILES,pIC50_pred,knn_similarity,reliability
H25P220,ZINCps00000M96jb,Cc1cc(F)cnc1C(=O)NC1(c2cn(CCCCC#N)nn2)CC1,6.356526725968065,0.2265447,Low
H24P310,ZINCoB00000hXcec,Cc1cscc1C(=O)N[C@H]1C[C@](C)(NC(=O)c2cc(Cl)cn2C)C1,6.356453380711824,0.25273523,Low
H23P030,ZINCn900000N0o4H,CCc1cc(C(=O)NC[C@H]2C[C@H]2NC(=O)c2nncs2)nn1C,6.356423881677332,0.23666105,Low
H22P330,ZINCmD00000biSBy,COc1cnc(N2C[C@H](c3ccc(Cl)cc3)[C@@H](O)C2)cc1I,6.3562651032304975,0.25421897,Low
H25P220,ZINCps000003e3C6,C=C[C@@](C)(O)C(=O)NCC[C@H](C)N=c1cc(Cl)nc([C@H]2CCCO2)[nH]1,6.356080622890534,0.21979825,Low
H25P000,ZINCp6000015O1BU,COCCCNC(=O)[C@H](c1nnc(C)n1C)N1CCn2cncc2C1,6.356036779743249,0.2797979,Low
H24P140,ZINCok00000K6ZWG,CC(C)Cn1nnnc1[C@H]([C@H]1CCCOCC1)N1C[C@H](C)[C@H](O)C1,6.355890631525458,0.23145764,Low
H25M000,ZINCp500000MK18L,C[C@@H](C(=O)NC[C@](C)(O)CNC(=O)c1cccc(F)c1)n1cnnn1,6.355717977535201,0.28905228,Low
H25P240,ZINCpu00000ehTWu,Cc1cc(CC(=O)N[C@@H]2C[C@@H]2CNC(=O)C[C@H]2CCCOCC2)cs1,6.355582482502041,0.2537017,Low
H25P140,ZINCpk00001BL8og,CCc1nnc(N2C[C@@H](NC(=O)c3cc(C#N)cn3C)C(C)(C)C2)o1,6.355421828225367,0.24183977,Low
H25P250,ZINCpv00000xD6z5,C=C(Br)CNC(=O)c1cc(CNC(=O)C[C@@H]2CCC[C@@H]3C[C@@H]23)nn1C,6.355391646480471,0.22424412,Low
H24M000,ZINCo500000oWiQZ,CON=CC(=O)N1CC=C[C@@H]1CNC(=O)c1nn(C)c(=O)cc1C,6.3553083525414396,0.24550304,Low
H25P240,ZINCpu00000gsWkw,CC(C)(CNC(=O)[C@H]1CCCCO1)NC(=O)c1cc(Br)cc(F)c1O,6.355287279200042,0.2299499,Low
H25P130,ZINCpj00000y7ynH,C[C@@H](CO)Cn1nc(-c2cnn(C)c2)nc1[C@@H]1C[C@H]1c1ccnn1C,6.355257585654499,0.27478713,Low
H25M000,ZINCp50000040TJf,Cn1cnc(C(=O)NCC2(NC(=O)[C@@H](O)C3CCCC3)CC2)cc1=O,6.355253640928022,0.25696322,Low
H25P280,ZINCpy000000ZLau,Cc1cc(C(=O)NC[C@@H](N)c2ccc(F)cc2F)nn1[C@H](C)C1CC1,6.355247742408073,0.2894469,Low
H24P120,ZINCoi00000pGcjd,C/C=C(\C)C(=O)N[C@@H]1C[C@@H]1CNC(=O)c1cc2ncc(C)cn2n1,6.355138154533637,0.25540492,Low
H24P280,ZINCoy00000Ik9mW,CNCc1cnn(Cc2cn(Cc3c(F)cc(Br)cc3Cl)nn2)c1,6.3547611057732345,0.20667538,Low
H23P190,ZINCnp00000bWVYS,CC(=O)COC(=O)c1nnn2c1CO[C@@H](c1ccc(Cl)cc1)C2,6.354598904686068,0.25439548,Low
H24P280,ZINCoy00000tjD8i,Nc1ccc(-c2cn(CCNC(=O)C[C@H]3CC3(Cl)Cl)nn2)c(Cl)c1,6.354560368381768,0.28081718,Low
H25P210,ZINCpr00000CFz0I,CSc1cc(C(=O)NCC2CC(NC(=O)[C@H]3CC=CCC3)C2)nn1C,6.354149972250465,0.25984353,Low
H24P090,ZINCof00000BC3Yh,C[C@H](NC(=O)[C@H]1CCN(c2ccc(Cl)cc2)C1=O)c1nc(O)n[nH]1,6.354136613845784,0.28521934,Low
H25P090,ZINCpf00000fSF6P,CCc1nc(CNC(=O)c2cnc3c(c2)nnn3C)ccc1C(=O)O,6.354008024811126,0.2844755,Low
H25P280,ZINCpy0000062CSJ,Cn1ccnc1[C@@H](c1ccc(Cl)cc1)N1C(=O)N[C@H](C2(C)CC2)C1=O,6.353992982423786,0.25551024,Low
H22P160,ZINCmm00000SAduX,COC[C@@H](C)CN=c1nc(C2CC2)[nH]c(=N[C@@H]2CCOC2)[nH]1,6.3539892327190675,0.2513072,Low
H25P020,ZINCp8000006rt71,CCN1CCOC[C@@H]1CC(=O)NC1(C)CN(c2cc(O)nc(C)n2)C1,6.353622098459593,0.22638652,Low
H25P110,ZINCph000015KXnV,C=C(Cl)CCCNC(=O)C1=C[C@H](O)[C@H](NC(=O)c2cn(C)c(C)n2)C1,6.353245766528546,0.24063747,Low
H24P330,ZINCoD00000t7hgH,Cc1ncc(F)cc1CN(Cc1ncco1)C[C@](C)(O)CC(C)C,6.352848681881,0.19829454,Low
H25P240,ZINCpu000008Lohc,CC[C@@H](CC(=O)N[C@@H]1C[C@@H]1CNC(=O)c1nc(Br)c(C)s1)CN(C)C,6.35264006970335,0.1973913,Low
H25P240,ZINCpu000008LohL,CC[C@@H](CC(=O)N[C@@H]1C[C@H]1CNC(=O)c1nc(Br)c(C)s1)CN(C)C,6.35264006970335,0.1973913,Low
H24P320,ZINCoC00000IZAZm,CC1=CCS[C@@H]1C(=O)NCCCCCCc1cn(CC(C)C)nn1,6.352555455232165,0.24105759,Low
H23P240,ZINCnu00000kfL2u,CC(C)(C)OC(=O)N1C[C@H](C(=O)O[C@@H]2CCSC2)OC(C)(C)C1,6.352347921618826,0.22667316,Low
H25P240,ZINCpu00000iY8jb,C/C=C/[C@H]1CN(C(=O)c2ncsc2C)C[C@@H]1C(=O)N1CC=C[C@@H]1CF,6.352224607782232,0.18334796,Low
H22P280,ZINCmy00000nEEzQ,C[C@@H](c1ccc(Br)cc1Cl)n1cc(CN2CCNC2=O)nn1,6.351708159519372,0.22920582,Low
H25P180,ZINCpo00000SKtF2,C[C@@H](CNC(=O)C[C@H]1C[C@H](NC(=O)c2cc3n(n2)CCC3)C1)C1CC1,6.351537944366195,0.284244,Low
H25P270,ZINCpx00000d87wk,Cc1cc(C(=O)NCC2(NC(=O)[C@@H]3C[C@@H]4CCCC[C@H]4O3)CC2)cs1,6.351527388499303,0.21463104,Low
H22P260,ZINCmw000001ONnI,Cc1ccc(CCN2C(=O)[C@@H]3[C@H]4CC[C@@H](C4)N3C2=O)c(C)c1,6.351236247846506,0.2854719,Low
H25M000,ZINCp5000015IbbX,Cc1cc(C)c(NC(=O)[C@H](CO)NC(=O)[C@@H]2CCN(C)C2=O)cc1O,6.350970417350153,0.26458144,Low
H25P190,ZINCpp00000wAoQO,Cn1nc(Br)cc1C(=O)NCCCC1(NC(=O)C[C@H]2CCCO2)CC1,6.350850229859372,0.275866,Low
H24M000,ZINCo500000pfGmB,C[C@@H](CO)C(=O)NCC12CC(NC(=O)C[C@H]3CCN(C)C3=O)(C1)C2,6.3508390755708755,0.20214646,Low
H25P230,ZINCpt000000Ey9O,CC(C)[C@@H](CNC(=O)C1CC=CC1)NC(=O)c1cc2c(ccn2C)[nH]1,6.35082683679091,0.22339208,Low
H20P180,ZINCko0000060bBO,CN1CC[C@@H](Cc2nc(-c3ccc(F)cc3)no2)C1=O,6.350816860109445,0.2864108,Low
H24P050,ZINCob000011NGWI,Cc1nc(N[C@@H]2CCN(C(=O)CCF)C[C@H](O)C2)cc2nncn12,6.350722470434673,0.2585306,Low
H25P160,ZINCpm00000RjV94,CN1C(=O)N(C)[C@H](c2cc3c(nc2Cl)CCOC3)C2=C1CCNC2=O,6.350711867116928,0.22250345,Low
H25M000,ZINCp500000Hw7NO,C[C@H]1C(=O)N(C)CCN1C(=O)[C@H](C)n1cc(CN2CCNC2=O)nn1,6.350485937042952,0.24128684,Low
H25P290,ZINCpz00000vKbUP,COc1ccc(-c2nccn2CC(C)(C)O)cc1-c1ncncc1F,6.3504381568901564,0.25930756,Low
H25M000,ZINCp5000024Ef96,CN1CC[C@H](CC(=O)N[C@@H](CO)C(=O)NCCC2(CO)CCC2)C1=O,6.350338318411637,0.21722293,Low
H23P080,ZINCne00000UiOcS,CC=C[C@H](O)C(=O)N1CCC[C@H]1C(=O)NC[C@@](C)(O)CC(C)C,6.350324043195863,0.19416247,Low
H25P400,ZINCpK000002tGaq,O=C(N[C@H]1CC[C@@H](c2cccc(Cl)c2)C1)c1ccc([N+](=O)[O-])cc1O,6.35030225578203,0.29733905,Low
H24P040,ZINCoa000004Ysed,COC[C@](C)(O)CC(=O)NCC1(NC(=O)c2cc(C)n(C)c2)CC1,6.350160331423807,0.23236576,Low
H24P250,ZINCov000006L9Ox,Cn1c(C2CCOCC2)nnc1N1CCc2c(F)cc(F)cc2C1,6.350154141105983,0.2816344,Low
H25P130,ZINCpj00000y7yom,C[C@H](CO)C(=O)N1C[C@@]2(NC(=O)Cc3ccc(F)cc3F)CC[C@H]1C2,6.350112952209288,0.22903872,Low
H25P120,ZINCpi00000KgXKY,CN(CCNC(=O)c1cc(Br)ccc1N)C(=O)c1n[nH]c2c1COC2,6.349680668413067,0.2244653,Low
H23P100,ZINCng00000K7OnJ,Cc1cc(CN2CC[C@@H]3[C@H]2CCCN3C(=O)C(C)(C)O)nn1C,6.349527973933286,0.22592084,Low
H24P300,ZINCoA00000hLvmY,Cc1cc(CN)cc(NC(=O)[C@@H]2CNC[C@H]2c2ccc(Cl)cc2)c1,6.349299177756037,0.2515696,Low
H25P270,ZINCpx00000xHCFp,CC(C)(O)CCCNC(=O)[C@H]1C[C@@H]1C1CN(C(=O)c2cc(Cl)cs2)C1,6.349272284762282,0.2057822,Low
H24P300,ZINCoA00000t7dHC,Cc1nc(C)c(F)c(=N[C@@H](C)CCCCNC(=O)[C@H]2CCSC2)[nH]1,6.349142817593309,0.23713398,Low
H25P200,ZINCpq000004IYXU,Cc1cc(NC(=O)C(=O)NC2(c3ccccc3Cl)CC2)cn(C)c1=O,6.3490753222114575,0.33804497,High
H25P220,ZINCps00000dFYr6,CCC[C@@H](CCCNC(=O)c1cc(C)c[nH]1)NC(=O)[C@](C)(O)C1CC1,6.3490603146776845,0.24162719,Low
H23P000,ZINCn600000Uiqkd,C=C=C[C@@H](C)C(=O)N[C@H](CO)C(=O)Nc1cc(C)cn(C)c1=O,6.349024452240145,0.294775,Low
H22P130,ZINCmj000001yVG6,CS(=O)(=O)Cc1nc(=NC(=O)NCC23CCC(CC2)C3)o[nH]1,6.348790336087895,0.19185862,Low
H25P120,ZINCpi00000SHVz1,C#C[C@](C)(NC(=O)[C@H]1C[C@H](C)N1C(=O)c1cnc(O)c(C)c1)C1CC1,6.348618287601229,0.23004785,Low
H25P000,ZINCp6000027Y2B2,CCCOCC(=O)N1C[C@H](O)[C@H](CNc2cc3nncn3c(C)n2)C1,6.348569808341932,0.23678339,Low
H25P200,ZINCpq0000058I4K,Cc1ncc(F)c(N2[C@H]3CC[C@H]2[C@@H](CNC(=O)c2cnc(Cl)[nH]2)C3)n1,6.348296224558125,0.23865394,Low
H22P100,ZINCmg00000fwtOu,COC1=C(C(=O)NC2=CC(Cl)=NN3C(C)=NN=C23)C=NN1C,6.3482837445962526,0.36170453,High
H25M000,ZINCp500000kbOMg,C[C@@H](C(=O)N(CCNC(=O)C[C@H]1C=NN(C)C1=O)C1CC1)C(C)(C)O,6.348211767374993,0.22355981,Low
H25P050,ZINCpb000027YSW4,COCc1cccc([C@H](c2nnnn2C)N2C[C@@H](O)C[C@@H]2COC)c1,6.348110473691206,0.22024338,Low
H19P220,ZINCjs00000cjHco,CC[C@H](C)n1c(SCC#N)nnc1-c1cnn(C)c1,6.348059431341743,0.23773336,Low
H25P210,ZINCpr00000iFSAF,COCC[C@H](CNC(=O)c1cnc(C)n1C(F)F)NC(=O)/C(Cl)=C/Cl,6.3480588345337425,0.22842339,Low
H24P370,ZINCoH000000uYT1,CC(C)c1nnc2c(=NC[C@H](C)c3cc(F)cc(F)c3)[nH]ccn12,6.347836931287393,0.20337419,Low
H22P150,ZINCml00000hxmuG,CN(CCO)C(=O)CCN1C=C(C2=CC=C(Cl)C=C2F)N=N1,6.347655512227171,0.2667042,Low
H24P040,ZINCoa000011NAIF,Cc1cnc(O)c(NC(=O)[C@H]2[C@@H](C)CN2C(=O)c2cnc(O)o2)c1,6.347581956294536,0.21866994,Low
H23P120,ZINCni00001P0DHj,CC[C@](C)(Cc1cn(CC(=O)O)nn1)NC(=O)[C@H]1SCC=C1C,6.347404915815428,0.21159334,Low
H25P020,ZINCp800002sXW4O,C=C(CC)Cn1cc(CC2(C#N)CN(C(=O)[C@](C)(O)[C@H](C)O)C2)nn1,6.3471693713770385,0.19194461,Low
H23P390,ZINCnJ000008uzyC,C[C@H](C1CC1)n1nc([C@H]2CCCO2)nc1-c1cc(Cl)ncc1F,6.346927234626909,0.2235116,Low
H23P150,ZINCnl00000Ug91Q,Cc1cc(Cl)cnc1-c1cn(CCNC(=O)[C@@H]2CCCO2)nn1,6.346865977643586,0.27948773,Low
H25P160,ZINCpm00000plOWE,Cc1ccc(Cl)c2[nH]c(C(=O)NC3CN(C(=O)C(F)(F)CO)C3)cc12,6.346791625883018,0.2637105,Low
H25P240,ZINCpu00000gtVS3,O=C(NC[C@H]1C[C@@H]1CNC(=O)c1cc(Br)cc(F)c1O)C1=CCSC1,6.346786769891422,0.21249712,Low
H25P290,ZINCpz000002BLuY,Cn1ncc(Cl)c1C(=O)NC[C@@](C)(NC(=O)C=CC=C(Cl)Cl)C1CC1,6.346762842719406,0.21523575,Low
H24P280,ZINCoy00000t7dHP,Cc1nc(C)c(F)c(=N[C@H](C)[C@H](C)NC(=O)[C@H]2CC(F)(F)[C@H]2C)[nH]1,6.346714538810768,0.20733318,Low
H25P270,ZINCpx00000d885J,Cc1cc(C(=O)NCC2CC(NC(=O)[C@@](C)(O)CC(C)C)C2)oc1Br,6.346627033568349,0.26442093,Low
H25P200,ZINCpq000007pBQr,COc1ncc(C(=O)N[C@H]2C[C@@H]2CNC(=O)C2=CCCSC2)cc1Cl,6.346564453093461,0.24044165,Low
H24P300,ZINCoA00000hOofe,C/C(=C\c1cnn(C)c1)C(=O)N1CCOC[C@@H]1c1ccc(Cl)cc1,6.346349752822041,0.29895326,Low
H25P330,ZINCpD00000O5UnZ,C=CCCn1nnnc1[C@@H](N[C@H]1C[C@@H]1c1ccc(F)cc1F)C(C)C,6.346189809836819,0.23189905,Low
H24P110,ZINCoh00000sGJj8,C=C[C@](C)(O)c1cn(C[C@H]2CC[C@@H](NC(=O)CC[C@@H](C)O)C2)nn1,6.346115315161488,0.22599158,Low
H24P330,ZINCoD00000gZoz9,Cc1c[nH]c(C(=O)N[C@@]23CC[C@@H](C2)N(C(=O)c2ccsc2Br)C3)c1,6.34597762172965,0.21315034,Low
H25P380,ZINCpI00000ltFQY,CC(C)(O)c1ccnc(C(=O)N[C@@H]2CCC(C)(C)c3ccccc32)c1,6.3455653027771595,0.27512556,Low
H25P390,ZINCpJ00000sWciH,CC[C@](C)(CNC(=O)C[C@@H](C)C1CC1)C(=O)Nc1cnc(Cl)c(C)c1,6.345413762016665,0.22939233,Low
H24P280,ZINCoy00000t6WJZ,Cc1c[nH]c(C(=O)N(Cc2ccc(O)nn2)C[C@@H]2C=CCCC2)c1,6.345405237875465,0.20962992,Low
H25P280,ZINCpy00000ezXyF,COCCn1c([C@@H]2C[C@H]2C)nnc1N1CCc2c(F)cc(F)cc2C1,6.345329733381696,0.22196802,Low
H19P030,ZINCj900000PtCGh,Cc1cc(C(=O)C(=O)N[C@@H]2C[C@H]3CC[C@@H]2O3)nn1C,6.345262763156821,0.23280272,Low
H25P250,ZINCpv000010WNnm,C[C@](O)(CCC1CC1)COC(=O)c1cn(Cc2cccc(F)c2)nn1,6.345155522203908,0.29088745,Low
H25P130,ZINCpj00000SERYx,Cc1nccc(C(=O)N[C@H](C(=O)N(C)[C@@H](C)CC2CC2)C(C)(C)O)n1,6.344731428475678,0.24108064,Low
H24P130,ZINCoj00000dhQEL,Cc1cc(C(=O)NC[C@H](CO)Cc2ccncc2Cl)cn(C)c1=O,6.344691571104389,0.354719,High
H23P220,ZINCns000008vMw9,Cc1nc([C@@H]2CCn3nnnc3C2)n(-c2cc(Cl)ccc2C)n1,6.34466357662883,0.26110628,Low
H25P020,ZINCp8000015Nk3c,CN(CCC(C)(C)O)C(=O)C[C@H]1COCCN1C(=O)c1cnn(C)c1,6.34462174041764,0.2695839,Low
H25P230,ZINCpt000000JnxR,CCC(=O)N1CCC[C@H]1Cn1cc(CNC(=O)c2cc(Cl)cs2)nn1,6.344583524212384,0.24424131,Low
H25P020,ZINCp8000015NIul,COC1CC(CNC(=O)c2scnc2C)(NC(=O)c2cnnn2C)C1,6.344522136460551,0.23064952,Low
H25P230,ZINCpt000004bhNs,C=CC1(NC(=O)CCCn2cc(-c3c(C)nn(C)c3C)nn2)CCC1,6.344496117979836,0.21570282,Low
H24P210,ZINCor00000jvZxw,C[C@H]1[C@@H](NC(=O)c2cc(F)cs2)CCN1C(=O)[C@@H]1C[C@@H]2CC[C@H]1O2,6.344475415421549,0.21339492,Low
H22P090,ZINCmf000004sXCh,Cc1cc(C(=O)NC2CCN(Cc3csnn3)CC2)nn1C,6.344453608343843,0.29608735,Low
H25P100,ZINCpg00000C5cjA,CC[C@](C)(C#N)C(=O)N[C@@H]1C[C@H]1CNC(=O)COCc1ncc(C)o1,6.34443663880985,0.20051284,Low
H24P400,ZINCoK00000eGk0C,CNc1ccc(C(=O)N[C@H]2CCC[C@H]2c2ccc(Cl)cc2)cc1N,6.344415543700168,0.28563875,Low
H25P310,ZINCpB00000xB25j,CCC(=O)N[C@@]12CC[C@@H](C[C@@H]1n1cc(-c3ncc(Cl)cc3F)nn1)C2,6.3443893524600075,0.25193888,Low
H24P300,ZINCoA00000hOmmX,Cc1cc(Br)cn2cc(C(=O)NC[C@@](C)(O)c3ccccc3)nc12,6.344315129646195,0.28322163,Low
H25P130,ZINCpj00001BLEvf,CC(C)[C@](C)(O)C(=O)NCc1cc(C(=O)N[C@@H]2CC[C@H](C)C2)n(C)n1,6.3442006126085815,0.30859366,High
H23P090,ZINCnf00001A0TTf,Cc1cc(C(=O)N[C@H]2C[C@H](CS(N)(=O)=O)C2)nn1[C@H](C)C1CC1,6.3441785621821385,0.34257725,High
H25P210,ZINCpr00000CDjGj,C=C[C@](C)(O)C(=O)N(Cc1nn(C)cc1C)C[C@H]1CCC(C)(C)CO1,6.344153104442879,0.25207382,Low
H24M000,ZINCo500000HMjrR,CN(C(=O)[C@@H](NC(=O)CCC1(C)N=N1)C(C)(C)O)[C@H]1CCOC1=O,6.344019606546225,0.17821722,Low
H23P190,ZINCnp00000K8jzv,O=C1C=C[C@@H](C(=O)N[C@@H]2[C@@H]3CN(Cc4csc(Br)c4)C[C@@H]32)N=N1,6.343781298483126,0.20833132,Low
H25P210,ZINCpr00000lqq7d,COc1ccc(-c2noc(CN3CCC4(CC(O)C4)C3)n2)c(OC)c1,6.343758214113049,0.26517552,Low
H25P210,ZINCpr000000lsWi,C[C@H]1C(=O)N(C)CCN1CC(=O)N(C)[C@H](C)c1cc2ccccc2o1,6.343677426061305,0.2664935,Low
H25P150,ZINCpl00000SMqxA,COc1cc(F)ccc1[C@H](C)n1cc(CN2C[C@@H](O)CCC2=O)nn1,6.343607393695233,0.24368072,Low
H19P060,ZINCjc000002EOmr,Cc1cc(C(=O)N(C2CC2)[C@H](C)CO)cn(C)c1=O,6.343468376405628,0.44916993,High
H25P240,ZINCpu00000yMAvq,CCn1nnnc1[C@H](C[C@H]1CC1(Cl)Cl)N1C[C@H]2C[C@@H]3CCCN3[C@H]2C1,6.343444553857779,0.16497551,Low
H25P270,ZINCpx00000xCZWd,Cc1nn(C)c2c(NC3CC(C)(C)C3)nc(=NCc3csnn3)[nH]c12,6.343278744014136,0.23389459,Low
H25P240,ZINCpu00000gtcfi,CCC(=O)N1C[C@@H]2C[C@H]1C[C@H]2CNC(=O)C(C)(C)c1cc(C)ccn1,6.34259952919406,0.23262486,Low
H24P250,ZINCov000006CjFL,C[C@H](F)CC(=O)N[C@@H]1C[C@H]1CNC(=O)CC=Cc1ccccc1F,6.342471767024847,0.22650063,Low
H25P250,ZINCpv00000uhBd1,COCc1csc(C(=O)NC[C@H]2CCN2C(=O)C2=C[C@H]3CC[C@H]2C3)c1,6.342270798097189,0.2109609,Low
H24P010,ZINCo7000012Izr3,C/C=C/C[C@@H](NC(=O)C[C@H](O)C(C)C)C(=O)N[C@@H]1CCN(C)C1=O,6.342033013693091,0.23626283,Low
H23P290,ZINCnz000000gmkR,Cc1nc2cc(NC(=O)[C@@H](F)CC3CC3)ccc2n1[C@@H](C)CO,6.342015481531884,0.28775635,Low
H25P080,ZINCpe00000zcPSh,Cc1nccn1CCC(=O)N1CC[C@@]2(NC(=O)c3cnsn3)C[C@H]2C1,6.341972269481743,0.22682615,Low
H24P290,ZINCoz00000IZEzI,C#CC1CC(NCC(=C)Cl)(c2nnnn2Cc2cccc(Cl)c2)C1,6.341871451298305,0.25299817,Low
H22P150,ZINCml000001Ul7t,Cc1ccc(N2CC[C@H](C(=O)N3CCC(=O)[C@H]3C)C2=O)cc1,6.341836543741685,0.2919255,Low
H25P260,ZINCpw00000PFRgx,CC1=C(C(=O)OC(C)(C)C)[C@H](c2cc(Cl)cnc2O)N(C)C(=O)N1C,6.34163505381762,0.24487849,Low
H24P180,ZINCoo00000t5mER,Cc1cc(F)sc1C(=O)N1CC[C@H]2C[C@]21C(=O)N[C@H]1C[C@@](C)(O)C1,6.341633629478196,0.22571933,Low
H21P170,ZINCln00000PzDGU,Cn1cnnc1CCCn1cc(-c2ncccc2Cl)nn1,6.341626444807198,0.23649994,Low
H24P190,ZINCop00000Fz8sT,CC[C@H](CNC(=O)C[C@H]1C[C@H]1CNC(=O)c1cc(Cl)cn1C)OC,6.341514236513295,0.28086573,Low
H17M000,ZINCh500000xc4is,Cc1nc(C(=O)NC[C@](C)(O)C(F)F)nn1C,6.34145078869244,0.21425541,Low
H23P070,ZINCnd00000UhYox,CC[C@](C)(CNC(=O)[C@]1(NC(=O)C2CC2)CCN(C)C1)COC,6.341450369109316,0.19199541,Low
H25P320,ZINCpC00000w10pM,C[C@H]1CO[C@H](c2cccc(Cl)c2)CN1C(=O)c1cc([N+](=O)[O-])ccn1,6.341199618409685,0.24826384,Low
H24P070,ZINCod00000HRXiM,CCSCCC(=O)N1CC(CC)(NC(=O)C[C@@H]2C=NN(C)C2=O)C1,6.341145894583659,0.20867893,Low
H25P330,ZINCpD00000xCHJE,CO[C@@H](CCNC(=O)c1cc(Cl)cs1)CNC(=O)C[C@H]1CC=CCC1,6.3407953781184885,0.2322113,Low
H23P160,ZINCnm00000RMSdm,Cc1c(Cl)nc(C2CC2)[nH]c1=NCc1nnc2c(=O)[nH]ccn12,6.340778798914804,0.25866005,Low
H24P110,ZINCoh00000lQsFG,C[C@@]1(NC(=O)c2cc3c([nH]2)CCOC3)CCN(C(=O)[C@@H]2C[C@@H]2F)C1,6.340740452218516,0.20114,Low
H25M000,ZINCp5000015IdbP,Cc1cc(CC(=O)N[C@H](C)C(=O)N2CC[C@H]3C[C@H]2C(=O)N3C)n(C)n1,6.340724357338499,0.23433197,Low
H24P230,ZINCot00000t21fB,FCCCn1nnnc1[C@@H]([C@H]1CCCOCC1)N1CCC2(CC2)C1,6.340651067708361,0.23512511,Low
H25P140,ZINCpk00000KgV4p,Cn1cnc(C(=O)N2C[C@@H]3C[C@H]2C[C@H]3CNC(=O)[C@@H]2CC[C@@H]3C[C@@H]32)c1,6.340438723262103,0.22113852,Low
H25P280,ZINCpy00000ezXFB,COCCn1c([C@H](O)c2cccc(Cl)c2)nnc1N1CC=C(C)CC1,6.340392582354969,0.25016433,Low
H21P230,ZINClt0000058942,C[C@H](NC(=O)[C@@H]1CSCN1C)c1nc2ccc(Cl)cc2[nH]1,6.339873504347392,0.25407785,Low
H25P240,ZINCpu00000gtVSR,O=C(NC[C@@H]1C[C@@H]1NC(=O)C12CCC(CC1)O2)c1cc(F)cc(Cl)c1,6.339831380218665,0.2457362,Low
H25P290,ZINCpz0000085Jff,CCOCCCn1c(-c2cnccn2)nnc1N1CCCCC[C@H]1C,6.339806936998533,0.2202253,Low
H20M000,ZINCk50000044F8v,Cc1cc(CNCc2nc(CS(C)(=O)=O)n[nH]2)nn1C,6.33974256252433,0.22651628,Low
H23M000,ZINCn500001P0EvN,CC(C)C#CC(=O)N[C@@H](C(=O)N(C)[C@@H]1COC[C@H]1O)C(C)(C)O,6.339543235238048,0.16053058,Low
H24P250,ZINCov00000BBcbu,C=CCCCC[C@@H](c1nnnn1C)N1CCn2cc(C)nc2[C@@H]1C,6.3394195033831044,0.1857146,Low
H22P240,ZINCmu00000cKzZU,CCNC(=O)CC1CN(C(=O)[C@@H]2C[C@@H]2c2ccc(Cl)cc2)C1,6.339308713856753,0.34909394,High
H23M100,ZINCn400001P0AJ9,Cc1nc(C(=O)N[C@H](C(=O)N(C)C[C@H](O)CO)C(C)(C)O)co1,6.339074564442254,0.20243864,Low
H23P210,ZINCnr00000r3Qt2,O=C(NC1(C(=O)NOCC2CCOCC2)CC1)c1cc(Cl)cs1,6.338946754875113,0.25058466,Low
H24P280,ZINCoy00000t6wYU,Cc1cc(=NCC2(C)CC2)[nH]c(N2C[C@@H]3C[C@H]2CN3C2CCC2)n1,6.338920235732613,0.20212421,Low
H24P110,ZINCoh00000aX09k,Cc1cc(C(=O)NC[C@H]2C[C@H]2NC(=O)c2ccoc2)c(O)nc1C,6.338848096158239,0.30491683,High
H25P190,ZINCpp00001BKpnX,Cc1cc(C(=O)N[C@H]2CC=CC[C@H]2C(=O)NC2(C)CC(O)C2)oc1C,6.338846246155775,0.24033812,Low
H24P060,ZINCoc00000BIBWA,Cc1nnc2ccc(C(=O)N(C)[C@@H](C(=O)O)c3cnn(C)c3)cn12,6.338721437453046,0.2438288,Low
H25P250,ZINCpv00000xHXGW,C[C@H]1CCN(C(=O)c2scnc2Cl)[C@H]1C(=O)NCC(C)(C)C(C)(C)O,6.338711351803268,0.19896087,Low
H23P070,ZINCnd00000Fp422,CCC(=O)N[C@@]12CC[C@@H](C1)N(C(=O)CCc1nnc(C)n1C)C2,6.338711299408312,0.22370248,Low
H25P210,ZINCpr00000m7S5N,Cc1ccnc(-c2cn(CCCC(=O)NC3(C)CC(F)(F)C3)nn2)n1,6.338643221126979,0.28688207,Low
H25P220,ZINCps00000CF0de,CNC(=O)c1cc(Cl)cc(C)c1NC(=O)[C@@H]1CCC[C@@]2(CCNC2)O1,6.338615068891049,0.26055628,Low
H24P280,ZINCoy00000Ik9mP,CN(C)c1c[nH]ccc1=NS(=O)(=O)c1cccc(OC(F)(F)F)c1,6.338298262923444,0.22792768,Low
H24M000,ZINCo50000168eYl,CCOC(=O)[C@@H]1C[C@H]1C(=O)N[C@@H](C)c1cn(CCP(=O)(O)O)nn1,6.338267803937246,0.24826455,Low
H25M100,ZINCp4000015O8wS,COC[C@H](CNC(=O)[C@H](F)C(C)(C)O)NC(=O)C[C@H]1C=NN(C)C1=O,6.338132642481128,0.21082096,Low
H25P300,ZINCpA000000p55C,CC(=O)c1ccc(SCC(=O)OCc2nnc(C)n2C2CC2)cc1F,6.338025860166583,0.23325424,Low
H25P220,ZINCps00000CDtBO,C=C[C@@H](C)CCN(Cc1ccn(C)c(=O)c1)C(=O)[C@@H]1CC=C[C@H](O)C1,6.337995700612664,0.21534285,Low
H25P240,ZINCpu00000j2pq4,CN=c1nc(N2CCC[C@@H](CCO)C2)[nH]c(=N[C@H]2CC=C(C)CC2)[nH]1,6.3378738804918875,0.2038889,Low
